Text,Label
Explain Steps to transfer Data Serially in 8051 microcontroller.,Remembering
What is VHDL?,Remembering
Explain in brief various retrofitting techniques used to strengthening RCC column and beams.,Understanding
Explain Edge connectivity and Vertex Connectivity with suitable example.,Analysing
What is fold?,Remembering
Derive Trapezoidal rule for numerical integration as a special case of Newton’s Cote formula.,Analysing
Explain the supercharging with neat sketch.,Remembering
A dice is thrown 10 times.,Applying
What are the geological requirement for the foundation of dam?,Remembering
What is navigation and manipulation interfaces in virtual reality system?,Remembering
Draw a labelled sketch of twist drill and explain its terminology.,Remembering
Derive expression for the pressure drop for a steady laminar flow through circular pipe.,Analysing
Explain the architecture of PLC with neat diagram.,Remembering
Draw and explain general structure of PAL.,Remembering
Explain in brief the direct screen stencil making process.,Remembering
What is Socket?,Remembering
Program the 8051 in C to receive bytes of data serially and put them in P2.,Applying
Use Gauss Seidel method to solve the following system of equations,Applying
A reaction turbine works at 450 r.,Applying
Explain software reuse.,Remembering
Explain different types of constrained motion with neat sketch.,Understanding
Solve the heat equation.,Applying
Explain Normal combustion and abnormal combustion Phenomena in SI engine.,Remembering
Define the components of LINUX system with diagram.,Remembering
Use the Gauss Jordan method to find the inverse of the following matirx.,Applying
Write an algorithm for searching an element using Fibonacci search method.,Remembering
Evaluate by Gaun divergence theorem333.,Applying
Write short note on Interrupt enable register.,Remembering
Define the different categories of risks?,Remembering
"Explain in detail the working of dynamometer types wattmeter with a neat diagram. Also, state its advantages and disadvantages.",Remembering
What is the significance of pressure boosters and elaborate pressure booster in brief.,Remembering
Explain a ‘C’ function to Insert node in singly linked list.,Applying
What is containment?,Remembering
Explain operating characteristic of centrifugal pump?,Analysing
What is a solar collector?,Remembering
Explain the behavioral modeling in Virtual Reality.,Analysing
Discuss the design procedure of spur gears.,Analysing
State  any one application of-,Remembering
Why 3 phase induction is also called as generalised transformer?,Remembering
Write a short note on sequential memories.,Remembering
Show that analytic Function with constant modulus is constant.,Analysing
A 4m length of a tube has a buckling load of 2kN when used as a column hinged at both ends.,Applying
Convert the following infix expressions to postfix and show the contents of stack for each operation.,Applying
Acircular cantilever beam of span 4Meter is subjected to a point load of 2KN at free end.,Applying
What is logic family?,Remembering
List the differences between CMOS and TTL logic family.,Remembering
Write a short note on IC LM 317.,Remembering
"Find bilinear transformation which maps the points 1, i, –1 of z-plane onto the points 0, 1, ∞ of w-plane.",Applying
What is a biodegradable polymer?,Remembering
Derive torque equation of induction type energy meter with usual notations.,Applying
Explain construction and principle of working of Centrifugal pump.,Remembering
Explain the method of reducing cutting forces in sheet metal work.,Remembering
Comment on flashing in brief and suggest the suitable method used to reduce it.,Understanding
What is namespace?,Remembering
The average rate of inflow during 12 months for a river are as under,Applying
Which are the common magnetic materials?,Remembering
Write a note on necessity and types of transition curves.,Remembering
Describe various types of unconformities with neat sketches.,Remembering
What is viscosity of ink?,Remembering
Draw and explain Cluster and Cluster Architectures.,Analysing
Determine the Fourier transform of the following continuous time signals.,Applying
State different uses of contour maps?,Remembering
Explain following QC tools.,Remembering
Explain significance of any three dimensionless numbers used in various modes of heat transfer for thermal analysis.,Remembering
Write a program in C language to configure timer 0 of 8051 microcontroller in mode 2 use 8051 XTAL for clock source and start the timer 0.,Applying
What are the responsibilities of a safety manager on construction sites?,Applying
Explain the construction and operation of permanent magnet stepper motor.,Understanding
Write algorithm for posfix expression evalution.,Applying
What is TDR in constrution?,Remembering
Differentiate between static and dynamic memory allocation.,Analysing
Explain Filament winding Composite manufacturing process.,Remembering
Explain Ammonia synthesis converter with a neat figure.,Remembering
Explain design evaluation cycle.,Remembering
What is B tree?,Remembering
Explain the working of PV cell and Simplest Equivalent Circuit for a Photovoltaic cell.,Remembering
Explain reading  character and string from input console with suitable examples.,Remembering
